id;superficie_di_riferimento_mq;natura_del_bene;indirizzo;numero_civico;latitudine;longitudine;tipologia_bene_immobile;epoca_costruzione;vincolo_culturale_paesaggistico;natura_giuridica_del_bene;utilizzo_del_bene;finalita;tipo_detenzione_a_terzi;canone_annuale;data_decorrenza;numero_immobili_per_catasto;meta_immobile;list_file_ape_validated;plot_filename;classe_energetica_ape;epglnren_ape
688354;63.0;FABBRICATO;via avellino;3;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688355;35.0;FABBRICATO;via avellino;3;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688356;71.0;FABBRICATO;via avellino;3;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688357;40.0;FABBRICATO;via avellino;3;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688358;60.0;FABBRICATO;via avellino;3;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688359;35.0;FABBRICATO;via avellino;3;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688360;71.0;FABBRICATO;via avellino;3;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688361;43.0;FABBRICATO;via avellino;3;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688362;61.0;FABBRICATO;via avellino;3;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688363;35.0;FABBRICATO;via avellino;3;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688364;40.0;FABBRICATO;via avellino;3;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688365;49.0;FABBRICATO;via avellino;3;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688366;53.0;FABBRICATO;via avellino;3;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688367;35.0;FABBRICATO;via avellino;3;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688368;76.0;FABBRICATO;via avellino;5;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688369;42.0;FABBRICATO;via avellino;5;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688370;59.0;FABBRICATO;via avellino;5;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688371;35.0;FABBRICATO;via avellino;5;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688372;39.0;FABBRICATO;via avellino;5;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688373;57.0;FABBRICATO;via avellino;5;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688374;35.0;FABBRICATO;via avellino;5;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688375;72.0;FABBRICATO;via avellino;5;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688376;40.0;FABBRICATO;via avellino;5;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688377;60.0;FABBRICATO;via avellino;5;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688378;34.0;FABBRICATO;via avellino;5;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688379;70.0;FABBRICATO;via avellino;5;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688380;39.0;FABBRICATO;via avellino;5;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688381;61.0;FABBRICATO;via avellino;5;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688382;35.0;FABBRICATO;via avellino;5;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688383;71.0;FABBRICATO;via avellino;3;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688384;38.0;FABBRICATO;via avellino;5;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688385;50.0;FABBRICATO;via avellino;5;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688386;55.0;FABBRICATO;via avellino;5;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688387;36.0;FABBRICATO;via avellino;5;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688388;73.0;FABBRICATO;via avellino;5;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688389;11.0;FABBRICATO;via avellino;5;45.0844946;7.6620029;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688390;43.0;FABBRICATO;via avellino;3;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688391;60.0;FABBRICATO;via avellino;3;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688392;35.0;FABBRICATO;via avellino;3;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688393;74.0;FABBRICATO;via avellino;3;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688394;42.0;FABBRICATO;via avellino;3;45.0844946;7.6620029;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688744;209.0;FABBRICATO;via nole;72;45.091792;7.655676;Impianto sportivo;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività sportiva, ricreativa e di intrattenimento;;;;1;False;[];;;
688745;48.0;FABBRICATO;Corso Ferrara;50;45.1088208;7.6243678;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio disponibile;;Non Dichiarato;in locazione;839.0;01/06/2022;1;False;['2022_102099_0007.xml'];ape_summary_c1691a64448a.html;G;456.41
688746;80.0;FABBRICATO;Corso Ferrara;50;45.1088208;7.6243678;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio disponibile;;Non Dichiarato;in locazione;4667.0;01/05/2022;1;False;['2022_102099_0008.xml'];ape_summary_99ea749d8b24.html;G;357.69
688747;64.0;FABBRICATO;Corso Ferrara;50;45.1088208;7.6243678;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Altro;;;;1;False;['2022_102099_0009.xml'];ape_summary_f598cffb66d3.html;G;409.31
688748;96.0;FABBRICATO;Corso Ferrara;50;45.1088208;7.6243678;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio disponibile;;Non Dichiarato;in locazione;3745.0;01/08/2022;1;False;['2022_102099_0005.xml', '2022_102099_0010.xml'];ape_summary_c7de7b9e2c50.html;G;343.73
688749;88.0;FABBRICATO;Corso Ferrara;50;45.1088208;7.6243678;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio disponibile;;Non Dichiarato;in locazione;1177.0;01/02/2021;1;False;['2022_102099_0011.xml'];ape_summary_2153a3a67782.html;G;339.7
688750;86.0;FABBRICATO;Corso Ferrara;50;45.1088208;7.6243678;Magazzino e locali di deposito;Dal 1961 al 1970;Nessuno;Patrimonio disponibile;;Non Dichiarato;in locazione;1288.0;01/07/2021;1;False;['2022_102099_0012.xml'];ape_summary_878d657a4fda.html;G;390.62
688752;925.0;FABBRICATO;Corso Potenza;60;45.0929216;7.6558388;Parcheggio collettivo;Dal 2001 al 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;1;False;[];;;
688753;136.0;FABBRICATO;Corso Ferrara;50;45.1089546;7.6249603;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Altro;;;;1;False;['2022_102099_0001.xml'];ape_summary_0d1d40203178.html;G;343.75
688754;136.0;FABBRICATO;Corso Ferrara;50;45.1089546;7.6249603;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Altro;;;;1;False;['2022_102099_0002.xml'];ape_summary_b128b07b2ad0.html;G;343.73
688755;136.0;FABBRICATO;Corso Ferrara;50;45.1089546;7.6249603;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688756;136.0;FABBRICATO;Corso Ferrara;50;45.1089546;7.6249603;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688757;136.0;FABBRICATO;Corso Ferrara;50;45.1089546;7.6249603;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688758;331.0;FABBRICATO;Corso Ferrara;50;45.1089546;7.6249603;Parcheggio collettivo;Dal 1961 al 1970;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688759;136.0;FABBRICATO;Corso Ferrara;50;45.1089546;7.6249603;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688761;1264.25;FABBRICATO;Via Spoleto;0;45.0871558;7.6534277;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1991 al 2000;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;1;False;[];;;
688762;88.0;FABBRICATO;via spoleto;5 B;45.0871558;7.6534277;Abitazione;Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
688763;1061.0;FABBRICATO;Strada delle Ghiacciaie;58;45.0886489;7.6509859;Area urbana;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688765;65.0;FABBRICATO;Corso Potenza;15;45.0892133;7.6514255;Magazzino e locali di deposito;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;1;False;[];;;
688769;27.0;FABBRICATO;via traves;15;45.1110678;7.6270079;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività produttiva (industriale, artigianale o agricola);;;;1;False;[];;;
688770;79.0;FABBRICATO;via traves;15;45.1110678;7.6270079;Magazzino e locali di deposito;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività produttiva (industriale, artigianale o agricola);;;;1;False;[];;;
688771;112.0;FABBRICATO;corso regina margherita;330;45.08927;7.6495706;Abitazione;Dal 1971 al 1980;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Servizi ordine pubblico, sicurezza nazionale e militare;;;;1;False;[];;;
688772;112.0;FABBRICATO;corso regina margherita;330;45.08927;7.6495706;Abitazione;Dal 1971 al 1980;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Servizi ordine pubblico, sicurezza nazionale e militare;;;;1;False;[];;;
688773;160.0;FABBRICATO;corso regina margherita;330;45.08927;7.6495706;Abitazione;Dal 1971 al 1980;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Servizi ordine pubblico, sicurezza nazionale e militare;;;;1;False;[];;;
688774;227.0;FABBRICATO;corso regina margherita;330;45.08927;7.6495706;Parcheggio collettivo;Dal 1971 al 1980;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Servizi ordine pubblico, sicurezza nazionale e militare;;;;1;False;[];;;
688775;18624.4;FABBRICATO;corso regina margherita;330;45.08927;7.6495706;Caserma;Dal 1971 al 1980;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Servizi ordine pubblico, sicurezza nazionale e militare;;;;1;False;[];;;
688776;265.0;FABBRICATO;corso regina margherita;330;45.08927;7.6495706;Abitazione;Dal 1971 al 1980;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Servizi ordine pubblico, sicurezza nazionale e militare;;;;1;False;[];;;
688779;257.0;FABBRICATO;via traves;7;45.1082261;7.6285448;Struttura residenziale collettiva (es.: collegi e convitti, educandati, ricoveri, orfanotrofi, ospizi, conventi, seminari);Dal 1991 al 2000;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688781;101.0;FABBRICATO;CORSO LECCE;SNC;45.0869503;7.6491669;Impianto sportivo;Dal 2001 al 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività sportiva, ricreativa e di intrattenimento;;;;1;False;[];;;
688782;54.0;FABBRICATO;Viale dei Mughetti;29;45.1035106;7.6262609;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688785;56.0;FABBRICATO;Viale dei Mughetti;29;45.1035106;7.6262609;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688786;56.0;FABBRICATO;Viale dei Mughetti;29;45.1035106;7.6262609;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688787;72.0;FABBRICATO;Viale dei Mughetti;29;45.1035106;7.6262609;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688788;56.0;FABBRICATO;Viale dei Mughetti;29;45.1035106;7.6262609;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688790;56.0;FABBRICATO;Viale dei Mughetti;29;45.1035106;7.6262609;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688792;72.0;FABBRICATO;Viale dei Mughetti;29;45.1035106;7.6262609;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688794;56.0;FABBRICATO;Viale dei Mughetti;29;45.1035106;7.6262609;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688799;56.0;FABBRICATO;Viale dei Mughetti;29;45.1035106;7.6262609;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688801;56.0;FABBRICATO;Viale dei Mughetti;29;45.1035106;7.6262609;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688803;56.0;FABBRICATO;Viale dei Mughetti;29;45.1035106;7.6262609;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688805;72.0;FABBRICATO;Viale dei Mughetti;29;45.1035106;7.6262609;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688807;55.0;FABBRICATO;Viale dei Mughetti;29;45.1035106;7.6262609;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688811;48.0;FABBRICATO;Viale dei Mughetti;29;45.1035106;7.6262609;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
688818;82.0;FABBRICATO;Corso Appio Claudio;106;45.0863193;7.6445802;Abitazione;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
688819;15.0;FABBRICATO;Corso Appio Claudio;80;45.0853808;7.6461232;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Dal 1981 al 1990;Nessuno;Patrimonio disponibile;;Non Dichiarato;in locazione;70629.0;01/07/2011;1;False;[];;;
688820;15.0;FABBRICATO;Corso Appio Claudio;80;45.0853808;7.6461232;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Dal 1981 al 1990;Nessuno;Patrimonio disponibile;;Non Dichiarato;in locazione;70629.0;01/07/2011;1;False;[];;;
688821;124.0;FABBRICATO;Corso Appio Claudio;80;45.0853808;7.6461232;Abitazione;Dal 1981 al 1990;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Servizi ordine pubblico, sicurezza nazionale e militare;;;;1;False;[];;;
688822;128.0;FABBRICATO;Corso Appio Claudio;80;45.0853808;7.6461232;Abitazione;Dal 1981 al 1990;Nessuno;Patrimonio disponibile;;Non Dichiarato;in locazione;70629.0;01/07/2011;1;False;[];;;
688823;621.8;FABBRICATO;Corso Appio Claudio;80;45.0853808;7.6461232;Caserma;Dal 1981 al 1990;Nessuno;Patrimonio disponibile;;Non Dichiarato;in locazione;70629.0;01/07/2011;1;False;[];;;
688824;1143.75;FABBRICATO;via lessona michele;70;45.0837247;7.6423094;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;1;False;[];;;
688825;105.0;FABBRICATO;via lessona michele;70;45.0837247;7.6423094;Abitazione;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
688827;68.0;FABBRICATO;Corso Appio Claudio;110;45.0868663;7.6432791;Impianto sportivo;Dal 1991 al 2000;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività sportiva, ricreativa e di intrattenimento;;;;1;False;[];;;
688830;447.0;FABBRICATO;via salbertrand;99 G;45.0843266;7.6363581;Impianto sportivo;Dal 1991 al 2000;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività sportiva, ricreativa e di intrattenimento;;;;1;False;[];;;
688835;179.0;FABBRICATO;Corso Appio Claudio;148;45.085307;7.6379815;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività amministrativa/uffici pubblici;;;;1;False;[];;;
688837;85.0;FABBRICATO;Corso Appio Claudio;176;45.0858188;7.6349071;Ufficio strutturato ed assimilabili;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività amministrativa/uffici pubblici;;;;1;False;[];;;
688838;54.0;FABBRICATO;Corso Appio Claudio;176;45.0858188;7.6349071;Ufficio strutturato ed assimilabili;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività amministrativa/uffici pubblici;;;;1;False;[];;;
688839;28.0;FABBRICATO;Corso Appio Claudio;106;45.0863222;7.6380989;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
688840;116.0;FABBRICATO;via servais giovanni;74 A;45.0844309;7.629706;Impianto sportivo;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività sportiva, ricreativa e di intrattenimento;;;;1;False;[];;;
688841;88.0;FABBRICATO;Viale dei Mughetti;29;45.1027845;7.626643;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
688842;5045.0;FABBRICATO;Viale dei Mughetti;29;45.1027845;7.626643;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;1;False;[];;;
688843;1950.0;FABBRICATO;Viale dei Mughetti;29;45.1027845;7.626643;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;1;False;[];;;
688844;84.0;FABBRICATO;via servais giovanni;62;45.0842325;7.6310376;Abitazione;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
688845;81.0;FABBRICATO;Piazzetta Luciano Jona;4bis;45.0202921;7.6132884;Abitazione;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
688846;3740.25;FABBRICATO;Piazzetta Luciano Jona;4bis;45.0202921;7.6132884;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;1;False;[];;;
688848;87.0;FABBRICATO;Viale dei Mughetti;18;45.10349;7.6294585;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
