id;codice_comune;foglio;particella;superficie_di_riferimento_mq;natura_del_bene;indirizzo;numero_civico;latitudine;longitudine;tipologia_bene_immobile;epoca_costruzione;vincolo_culturale_paesaggistico;natura_giuridica_del_bene;utilizzo_del_bene;finalita;tipo_detenzione_a_terzi;canone_annuale;data_decorrenza;meta_immobile;numero_immobili_per_catasto
1946451;L219;20;;5960.0;TERRENO;STRADA DI SOPERGA;SNC;45.082835;7.7530765;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946452;L219;1;;12596.0;TERRENO;STRADA DI SOPERGA;SNC;45.0824986;7.7549968;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946453;L219;14;;10874.0;TERRENO;STRADA DI SOPERGA;SNC;45.0792011;7.7615748;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946454;L219;15;;877.0;TERRENO;STRADA DI SOPERGA;SNC;45.0793288;7.7624705;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946456;L219;2;;8100.0;TERRENO;STRADA DI SOPERGA;SNC;45.0820943;7.7546467;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946457;L219;20;;3127.0;TERRENO;STRADA DI SOPERGA;SNC;45.0788918;7.7573519;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946458;L219;3;;7802.0;TERRENO;STRADA DI SOPERGA;SNC;45.081326;7.7556561;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946459;L219;4;;38456.0;TERRENO;STRADA DI SOPERGA;SNC;45.0812556;7.7573832;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946460;L219;5;;9988.0;TERRENO;STRADA DI SOPERGA;SNC;45.0820645;7.7584385;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946461;L219;6;;33258.0;TERRENO;STRADA DI SOPERGA;SNC;45.0820156;7.760837;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946462;L219;7;;46279.0;TERRENO;STRADA DI SOPERGA;SNC;45.0808275;7.7608697;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946463;L219;1;;26496.0;TERRENO;STRADA DI SOPERGA;SNC;45.0812839;7.7637615;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946464;L219;13;;446.0;TERRENO;PIAZZA MODENA GUSTAVO;SNC;45.081119;7.7664445;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Demanio;Utilizzato direttamente;Altro;;;;False;1
1946465;L219;15;;56.0;TERRENO;PIAZZA MODENA GUSTAVO;SNC;45.0810532;7.7666797;Pascolo;ND;Nessuno;Demanio;Utilizzato direttamente;Attività agricola;;;;False;1
1946467;L219;26;;10293.0;TERRENO;STRADA DI SOPERGA;SNC;45.0798015;7.7636204;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946468;L219;31;;6827.0;TERRENO;PIAZZA MODENA GUSTAVO;SNC;45.0793316;7.7646383;Terreno agricolo;ND;Nessuno;Demanio;Utilizzato direttamente;Altro;;;;False;1
1946469;L219;50;;3551.0;TERRENO;STRADA DELLA BASILICA DI SOPERGA;SNC;45.0787484;7.7674235;Terreno urbano;ND;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946470;L219;58;;11497.0;TERRENO;STRADA DI SOPERGA;SNC;45.0791055;7.7633515;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946471;L219;52;;58.0;TERRENO;STRADA DI SOPERGA;SNC;45.0780714;7.7713786;Terreno agricolo;ND;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Altro;;;;False;1
1946472;L219;10;;2450.0;TERRENO;STRADA DI SOPERGA;SNC;45.078188;7.7612198;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946473;L219;7;;641.0;TERRENO;STRADA DI SOPERGA;SNC;45.0784686;7.7593323;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946474;L219;8;;1028.0;TERRENO;STRADA DI SOPERGA;SNC;45.0784545;7.7600705;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946475;L219;81;;20076.0;TERRENO;STRADA DI SOPERGA;SNC;45.0779739;7.7625427;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946476;L219;9;;2288.0;TERRENO;STRADA DI SOPERGA;SNC;45.078298;7.7608329;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946477;L219;16;;42107.0;TERRENO;STRADA DI SOPERGA;SNC;45.0809018;7.7530675;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946478;L219;17;;17049.0;TERRENO;STRADA DI SOPERGA;SNC;45.0803583;7.7542431;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946479;L219;119;;28873.0;TERRENO;STRADA AL TRAFORO DI PINO;SNC;45.0770971;7.7416585;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;;Non Dichiarato;in locazione;1029.0;01/08/2012;False;1
1946480;L219;9;;4536.0;TERRENO;PIAZZA MODENA GUSTAVO;SNC;45.0827573;7.743339;Terreno agricolo;ND;Nessuno;Demanio;Utilizzato direttamente;Altro;;;;False;1
1946481;L219;1;;8420.0;TERRENO;VIA AGUDIO TOMMASO;SNC;45.0801105;7.7297712;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Non utilizzato;Non Dichiarato;in concessione a titolo oneroso;428.0;01/04/2022;False;1
1946483;L219;139;;750.0;TERRENO;VIA METASTASIO;SNC;45.0784321;7.7296806;Terreno agricolo;ND;Nessuno;Patrimonio disponibile;;Non Dichiarato;in locazione;9687.0;01/02/2019;False;1
1946484;L219;211;;240.0;TERRENO;STRADA AL TRAFORO DI PINO;SNC;45.0796548;7.7368103;Terreno agricolo;ND;Nessuno;Patrimonio disponibile;;Non Dichiarato;in locazione;2510.0;01/12/2020;False;1
1946542;L219;16;;6500.0;TERRENO;CORSO D'AZEGLIO MASSIMO;SNC;45.0460366;7.6846436;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946543;L219;17;;11820.0;TERRENO;CORSO D'AZEGLIO MASSIMO;SNC;45.0464357;7.6832782;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946544;L219;76;;5270.0;TERRENO;CORSO GALILEI GALILEO;SNC;45.043995;7.682179;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946585;L219;3;;800.0;TERRENO;VIA AGUDIO TOMMASO;SNC;45.080534;7.7303858;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946586;L219;454;;560.0;TERRENO;VIA BORGOFRANCO;SNC;45.0812204;7.734342;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;;Non Dichiarato;in locazione;254.0;01/03/2017;False;1
1946587;L219;6;;680.0;TERRENO;VIA AGUDIO TOMMASO;SNC;45.0803298;7.7304071;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946588;L219;7;;720.0;TERRENO;VIA AGUDIO TOMMASO;SNC;45.0800863;7.7304339;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946589;L219;8;;250.0;TERRENO;VIA AGUDIO TOMMASO;SNC;45.0799684;7.7303601;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946591;L219;12;;5646.0;TERRENO;PARCO MICHELOTTI IGNAZIO;SNC;45.0779378;7.7274121;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946592;L219;13;;830.0;TERRENO;PARCO MICHELOTTI IGNAZIO;SNC;45.0793843;7.7263514;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946593;L219;20;;100.0;TERRENO;PARCO MICHELOTTI IGNAZIO;SNC;45.0790663;7.7266624;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946594;L219;25;;4010.0;TERRENO;VIA AGUDIO TOMMASO;SNC;45.0802277;7.7290595;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946595;L219;26;;370.0;TERRENO;PARCO MICHELOTTI IGNAZIO;SNC;45.078779;7.7269509;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946596;L219;31;;750.0;TERRENO;PARCO MICHELOTTI IGNAZIO;SNC;45.0784192;7.7273023;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946597;L219;49;;2940.0;TERRENO;VIA AGUDIO TOMMASO;SNC;45.0779594;7.729116;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946598;L219;5;;295.0;TERRENO;VIA AGUDIO TOMMASO;SNC;45.0801661;7.7257289;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946599;L219;50;;5869.0;TERRENO;PARCO MICHELOTTI IGNAZIO;SNC;45.0773018;7.728449;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946600;L219;51;;5064.0;TERRENO;VIA AGUDIO TOMMASO;SNC;45.0815296;7.7248244;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946601;L219;70;;200.0;TERRENO;VIA AGUDIO TOMMASO;SNC;45.0782679;7.7288879;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946602;L219;73;;540.0;TERRENO;VIA AGUDIO TOMMASO;SNC;45.076577;7.7291014;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946603;L219;74;;1656.0;TERRENO;VIA AGUDIO TOMMASO;SNC;45.0809984;7.7249025;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946604;L219;75;;321.0;TERRENO;VIA AGUDIO TOMMASO;SNC;45.0803715;7.7267818;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946605;L219;76;;2009.0;TERRENO;VIA AGUDIO TOMMASO;SNC;45.0808278;7.7277628;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946606;L219;77;;3620.0;TERRENO;VIA AGUDIO TOMMASO;SNC;45.0802614;7.7267834;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946607;L219;78;;6280.0;TERRENO;VIA AGUDIO TOMMASO;SNC;45.0810062;7.7273675;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946608;L219;79;;5045.0;TERRENO;VIA AGUDIO TOMMASO;SNC;45.0806677;7.7279342;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946609;L219;81;;2944.0;TERRENO;VIA AGUDIO TOMMASO;SNC;45.0807685;7.7264744;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946610;L219;101;;6.0;TERRENO;LUNGO DORA COLLETTA PIETRO;SNC;45.0780494;7.72075;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946611;L219;106;;24.0;TERRENO;LUNGO DORA COLLETTA PIETRO;SNC;45.0775009;7.7205845;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946612;L219;107;;2.0;TERRENO;LUNGO DORA COLLETTA PIETRO;SNC;45.0775394;7.7206773;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946613;L219;11;;6730.0;TERRENO;LUNGO DORA COLLETTA PIETRO;SNC;45.0787312;7.7238358;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946614;L219;15;;36710.0;TERRENO;LUNGO DORA COLLETTA PIETRO;SNC;45.0786962;7.7221372;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946615;L219;16;;1806.0;TERRENO;LUNGO DORA COLLETTA PIETRO;SNC;45.0784431;7.7193753;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946616;L219;20;;1730.0;TERRENO;LUNGO DORA COLLETTA PIETRO;SNC;45.07676;7.7191216;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946617;L219;21;;3500.0;TERRENO;LUNGO DORA COLLETTA PIETRO;SNC;45.0785534;7.7199288;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946618;L219;24;;1140.0;TERRENO;LUNGO DORA COLLETTA PIETRO;SNC;45.0775089;7.7219227;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946619;L219;25;;330.0;TERRENO;LUNGO DORA COLLETTA PIETRO;SNC;45.0780068;7.7237388;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946620;L219;27;;350.0;TERRENO;LUNGO DORA COLLETTA PIETRO;SNC;45.0780182;7.7217144;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946621;L219;3;;2105.0;TERRENO;LUNGO DORA COLLETTA PIETRO;SNC;45.0770648;7.7184457;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946622;L219;35;;54.0;TERRENO;LUNGO DORA COLLETTA PIETRO;SNC;45.0782957;7.7194562;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946623;L219;36;;1210.0;TERRENO;LUNGO DORA COLLETTA PIETRO;SNC;45.0782207;7.7181322;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946624;L219;48;;3765.0;TERRENO;LUNGO DORA COLLETTA PIETRO;SNC;45.0785744;7.7183938;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946626;L219;56;;248.0;TERRENO;LUNGO DORA COLLETTA PIETRO;SNC;45.0780587;7.7210166;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946627;L219;58;;7.0;TERRENO;LUNGO DORA COLLETTA PIETRO;SNC;45.0780613;7.7208081;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946628;L219;64;;9.0;TERRENO;LUNGO DORA COLLETTA PIETRO;SNC;45.0781393;7.7183792;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946629;L219;65;;3.0;TERRENO;LUNGO DORA COLLETTA PIETRO;SNC;45.0783063;7.7184473;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946630;L219;67;;3554.0;TERRENO;LUNGO DORA COLLETTA PIETRO;SNC;45.0773124;7.7191035;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946631;L219;75;;1901.0;TERRENO;LUNGO DORA COLLETTA PIETRO;SNC;45.0782698;7.7203293;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946632;L219;81;;24.0;TERRENO;LUNGO DORA COLLETTA PIETRO;SNC;45.0775311;7.71945;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946633;L219;82;;3.0;TERRENO;LUNGO DORA COLLETTA PIETRO;SNC;45.077969;7.7183095;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946634;L219;83;;2.0;TERRENO;LUNGO DORA COLLETTA PIETRO;SNC;45.0780145;7.7183279;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946635;L219;86;;2.0;TERRENO;LUNGO DORA COLLETTA PIETRO;SNC;45.0783899;7.7184819;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946636;L219;87;;3875.0;TERRENO;LUNGO DORA COLLETTA PIETRO;SNC;45.0776258;7.7184263;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946637;L219;90;;34.0;TERRENO;LUNGO DORA COLLETTA PIETRO;SNC;45.0777716;7.7208425;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946638;L219;91;;3264.0;TERRENO;LUNGO DORA COLLETTA PIETRO;SNC;45.0778639;7.7214322;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946639;L219;92;;2.0;TERRENO;LUNGO DORA COLLETTA PIETRO;SNC;45.0775269;7.7207116;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946640;L219;97;;26.0;TERRENO;LUNGO DORA COLLETTA PIETRO;SNC;45.0780231;7.7208741;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946641;L219;1;;80980.0;TERRENO;VIA VARANO ALFONSO;SNC;45.0825952;7.7177491;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946642;L219;2;;13380.0;TERRENO;VIA VARANO ALFONSO;SNC;45.0812771;7.7191625;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946643;L219;3;;31390.0;TERRENO;VIA VARANO ALFONSO;SNC;45.0813651;7.7206876;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946644;L219;4;;10670.0;TERRENO;VIA VARANO ALFONSO;SNC;45.0801148;7.7215452;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946645;L219;5;;5260.0;TERRENO;VIA VARANO ALFONSO;SNC;45.0796261;7.7224728;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946646;L219;6;;5360.0;TERRENO;VIA VARANO ALFONSO;SNC;45.081711;7.7217559;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946647;L219;7;;13710.0;TERRENO;VIA VARANO ALFONSO;SNC;45.0817118;7.7214861;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946648;L219;8;;3140.0;TERRENO;VIA VARANO ALFONSO;SNC;45.0832916;7.7204545;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946649;L219;9;;880.0;TERRENO;VIA VARANO ALFONSO;SNC;45.0806394;7.7197408;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946650;L219;1;;5090.0;TERRENO;VIA VARANO ALFONSO;SNC;45.0780599;7.7109675;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946653;L219;14;;7900.0;TERRENO;VIA VARANO ALFONSO;SNC;45.0795416;7.7156401;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946654;L219;19;;5850.0;TERRENO;VIA VARANO ALFONSO;SNC;45.080268;7.7200399;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946655;L219;2;;1170.0;TERRENO;VIA VARANO ALFONSO;SNC;45.0787408;7.7191304;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946656;L219;31;;7732.0;TERRENO;VIA VARANO ALFONSO;SNC;45.0799423;7.7160491;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946657;L219;34;;3929.0;TERRENO;VIA VARANO ALFONSO;SNC;45.078645;7.7164609;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946658;L219;36;;4843.0;TERRENO;VIA VARANO ALFONSO;SNC;45.0790312;7.7193064;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946659;L219;38;;8437.0;TERRENO;VIA VARANO ALFONSO;SNC;45.0795321;7.7202941;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946660;L219;40;;40221.0;TERRENO;VIA VARANO ALFONSO;SNC;45.0805291;7.7180589;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946661;L219;6;;6660.0;TERRENO;VIA VARANO ALFONSO;SNC;45.0782303;7.7118361;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946663;L219;7;;1570.0;TERRENO;VIA VARANO ALFONSO;SNC;45.0787838;7.7122821;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946664;L219;80;;769.0;TERRENO;VIA VARANO ALFONSO;SNC;45.0776773;7.7116114;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946665;L219;82;;120.0;TERRENO;VIA VARANO ALFONSO;SNC;45.0778796;7.71228;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946666;L219;85;;1078.0;TERRENO;VIA VARANO ALFONSO;SNC;45.0778388;7.711982;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946667;L219;87;;2440.0;TERRENO;VIA VARANO ALFONSO;SNC;45.0781531;7.7126838;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946668;L219;90;;816.0;TERRENO;VIA VARANO ALFONSO;SNC;45.0784244;7.7133203;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946670;L219;93;;21547.0;TERRENO;VIA VARANO ALFONSO;SNC;45.0790629;7.7138113;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;;Non Dichiarato;in concessione a titolo oneroso;10867.0;01/04/2016;False;1
1946672;L219;96;;48.0;TERRENO;VIA VARANO ALFONSO;SNC;45.0789676;7.7148954;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946687;L219;294;;6863.0;TERRENO;VIA RICALDONE;SNC;45.0519012;7.6452425;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946690;L219;77;;1860.0;TERRENO;CORSO GALILEI GALILEO;SNC;45.0439176;7.6809739;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946691;L219;113;;2880.0;TERRENO;corso moncalieri;147;45.0473539;7.689284;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946692;L219;136;;13080.0;TERRENO;corso moncalieri;147;45.0466866;7.6887698;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946693;L219;40P;;900.0;TERRENO;VIALE SETTIMIO SEVERO;SNC;45.0495;7.69456;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946695;L219;42;;180.0;TERRENO;STRADA DI SAN VITO REVIGLIASCO;SNC;45.052112;7.6917172;Pascolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946696;L219;59;;20146.0;TERRENO;STRADA DI SAN VITO REVIGLIASCO;SNC;45.0504835;7.693735;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946697;L219;71;;22150.0;TERRENO;STRADA DI SAN VITO REVIGLIASCO;SNC;45.0488694;7.6927384;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
1946698;L219;72;;1340.0;TERRENO;STRADA DI SAN VITO REVIGLIASCO;SNC;45.0493285;7.6940998;Terreno agricolo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;False;1
1946699;L219;73;;1910.0;TERRENO;STRADA DI SAN VITO REVIGLIASCO;SNC;45.0482914;7.6901682;Terreno boscato o con vegetazione di vario tipo;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
