struttura,lat,lon,categoria,amenity,count_250m,count_500m,count_1km,count_2km,pois_within_2km
Casa Futura - Residenza per Anziani,45.084722,7.6677176,mobilità,charging_station,0,1,3,22,"10243424972,13340070604,13027614487,9088671239,4671233528,9088671240,13075187843,5545493679,12801752468,13074606106,13074583239,12974489257,3906163545,7787992006,4733959314,10608756008,3906239156,11640502278,544516332,12849058997,13031168994,10682653692"
Casa Futura - Residenza per Anziani,45.084722,7.6677176,mobilità,car_sharing,0,0,0,2,"4616005750,4749176847"
Casa Futura - Residenza per Anziani,45.084722,7.6677176,mobilità,taxi,0,0,2,10,"2902424081,1757138441,2902424080,1545661422,3241731973,2902424082,604332918,2902424078,5167146632,2902424079"
Casa Futura - Residenza per Anziani,45.084722,7.6677176,mobilità,parking,2,7,36,163,"389549638,389601115,525113175,448434080,1109043885,928634211,928634186,5239566614,352332303,928634275,635372762,635372763,320706078,320706077,166616053,166611428,125745550,586939744,12197274454,1351673211,23090218,1219311967,1219311969,1062840998,1063527547,1062853762,1062853768,1219311968,37041494,883916442,846925185,919673015,846925184,921599999,919673001,921600007,921849957,921849941,459073294,627368788,868823455,123587977,620145344,921075185,573314876,868823459,398908818,620374363,525108995,621732915,123588186,505620794,310919719,846925182,840256684,644610711,151998821,151998771,58378277,290698215,290699493,643186541,290699494,211739729,411724403,82272146,705606553,705606552,705606554,428083794,705605490,136174674,404098667,5997771287,5997780786,320706080,5997812985,635372765,320706079,5997772786,5997773586,5997772787,5997773587,5997780785,96556746,5993028887,5993028888,635989603,5997762385,308834324,1122299605,5997837886,5997837887,5997806485,5997788087,5997771286,108459796,652758231,262648990,288283917,1107364662,846901935,1107364663,553224994,5239210899,5340476663,388422914,256336198,149459698,2275474998,288891940,2275474626,532901305,133130652,373093368,1426204055,196859076,182857158,731932434,5167031324,5167144776,2275474473,5167017427,2275474943,1215783014,256336302,1215783015,7115553619,256336239,1215783013,1215783012,1215783010,1215783011,1266554225,455120610,1266554226,1266554228,5167507370,5167507369,5167507368,5167017523,524348972,965835743,5167507373,5167507374,5167507371,5167496327,5167496722,5167507377,5167501147,5167507376,387341670,5167507375,5167507372,5167500679,2659508406,5167499335,5167500677,5167500678,5167510465,541871603,1075703471,404395880"
Casa Futura - Residenza per Anziani,45.084722,7.6677176,mobilità,car_rental,0,0,0,0,
Casa Futura - Residenza per Anziani,45.084722,7.6677176,mobilità,bicycle_parking,2,7,49,224,"2699754605,2699745133,7807429771,2699762081,2699743589,13231686483,12165839584,2699743595,2699743596,7076063225,2699745128,7076063226,7076063227,7076063223,7076063224,7076063222,7076063221,7076063220,7076063219,7076063218,7076063217,7076063216,7076063232,7076063233,7076063229,7076063237,7076063228,7076063235,7076063236,2699745134,7076063215,2699745131,7076063214,2699745130,5628622143,2699745129,5628622144,2632353490,10873504970,5628622145,7025739876,10873504969,2699745132,2699745136,2699745135,7076063244,7076063250,7076063251,2699745137,7076063243,7076063242,12165781958,7076063247,7076063246,7076063230,7076063239,7076063238,7076063240,7076063241,7076063234,7076063231,12889486162,13231692502,12889485978,12889485179,12889481110,12889467141,2699743593,12165781957,7076063264,7188790471,7076063257,7076063253,7076063252,7076063255,7076063249,7188790470,7076063260,7076063258,7076063248,7076063256,7076063262,7076063245,7076063263,7076063265,7076063254,7076063259,7076063261,10159318064,2699757982,2699757981,2699757980,2699757979,2699757983,2699757984,2699757985,2699757986,2699757987,2699757989,2699752845,2699752839,2699757988,10959344809,2699753945,2699754607,2699754613,2699754610,2699754609,13142999531,13143056907,10741520276,10741540187,2699752835,13142731612,2699752836,2699752843,2699752848,12423088352,12423084564,2699752837,2699752846,7076063266,7076063268,7076063269,11357996666,11357989903,2699752855,7076063267,2699752858,10873504966,3748951425,2699743590,10770406639,2699752850,12227768290,12962232569,10874232260,10873504967,2699743591,2699743592,10873504965,11505942798,11950499859,2699740343,12996199743,13175581648,2540601566,13026972875,10873504964,13026966312,13026970105,11963628161,10766828705,2699753944,2699753946,2699753947,2699753951,2699753950,2699753949,2699753948,2699753644,2699752844,2699752833,2699752840,2699752831,10951467173,2699752842,10951467161,2699752853,10883132771,2699752854,2699752859,2699752857,2699752834,2699752832,9307377317,9307358113,13074641241,6851396187,5998289584,5998291995,9740888734,12960979068,2699743594,12960995980,13031764505,13031144492,13031774310,13031783911,13031764501,13031764500,13031773532,13031773533,11084637605,12079627878,10767946305,10873504963,10873504951,5167135825,10823892608,12208848355,10823869008,12852846568,10823876406,5167151738,5167151741,5167151742,5167151743,5167151740,5167119931,5167151745,5167157222,5167151737,5167148032,5167110789,5167157224,5167157223,5167151744,5167157221,5167151736,5167151746,5167151739,5167157198,5167157199"
Casa Futura - Residenza per Anziani,45.084722,7.6677176,mobilità,bicycle_rental,0,1,1,1,4818660028
Casa Futura - Residenza per Anziani,45.084722,7.6677176,mobilità,primary,0,0,0,0,
Casa Futura - Residenza per Anziani,45.084722,7.6677176,mobilità,secondary,0,0,0,0,
Casa Futura - Residenza per Anziani,45.084722,7.6677176,verde,park,1,4,22,60,"731935819,41752855,41752854,117959657,525113176,129903965,479483770,81792740,81792741,341402495,82202795,23088806,433500383,81157499,925827425,130457686,23034764,23034770,238704379,480821049,79942860,82508282,824643082,824642760,875795239,868823458,631801832,802161320,254100539,428655680,647241676,846925187,123548922,604123849,333572251,121211619,633978502,123548656,820424986,306556283,306556287,306556291,306556292,306556281,758075564,920991543,935616642,41753266,643186540,664910389,939068383,319279820,23055671,532907259,521818474,256465204,256465522,369795270,632813022,541871893"
Casa Futura - Residenza per Anziani,45.084722,7.6677176,verde,garden,2,2,20,166,"111596409,889467736,525113178,889468648,889467729,766788903,889348394,918136704,918136724,889467725,918136703,918136723,917103499,917103501,919651094,919048424,919651087,919651082,919651086,919651081,919651093,29176172,925917989,925917990,928634201,44574181,351520239,928634230,928634231,130448587,130448589,130448590,130448588,327939730,1064035772,1064035771,28621748,917103497,917103478,917103477,917103503,917103502,917103500,918136722,918582404,885678001,918582402,918582414,885677997,918136682,918136701,885678002,918584287,918136725,918136700,918582413,885678003,918582411,918582401,918582398,918582400,885678006,918582399,918136721,918582397,918582395,918582396,920118750,920118749,919657585,920118755,919657586,920118740,919657591,920118744,919709083,919657592,919672998,919724557,919709048,921075201,919724558,921600001,921075200,921075204,924935993,924936006,924936005,924936007,921849943,921600014,921075238,921075237,921075193,921075192,921479317,921479324,921479314,921479323,921075207,921479319,920118746,920118747,920118748,920118745,193285156,603463549,128268848,414225571,414225572,414225915,930347116,664919160,664905158,664905157,393188982,937336229,750471849,750470082,935563676,274640230,177478474,561608551,23054276,324477119,29184190,585434921,1067243272,414225569,414225570,930436693,930437764,1426202484,761582377,761951452,761951453,761951455,761951457,761951454,761951459,761951458,761951460,761951456,1395722474,1395722475,1395731857,1395722477,1395722473,1395722472,1395722471,1395722476,1395731856,1395731865,1395731874,1395722470,1395731866,1395719520,1395719517,1395719518,102842108,1395719519,1395731918,1395731919,1395735416,1395735409,1395735410"
Casa Futura - Residenza per Anziani,45.084722,7.6677176,verde,grass,0,4,60,212,"286664226,732157565,731939743,731935824,731939740,731939738,731939741,221891468,731939739,731939742,889467735,762971427,81753214,732125145,732125146,732125147,178997269,732125144,178997273,732125148,732125140,178997270,732125143,732125142,732125141,732125149,732125150,732125151,732125152,37738037,732157570,286656044,732125138,732157568,732157569,732157567,286656041,732125139,342742135,342742125,342742134,347254651,342742126,347254668,347254667,347254652,347254640,347254654,347254660,355063902,365762772,355063900,355063904,354610028,365762771,351520237,351520236,424025002,394218574,394218572,352332316,352332309,352332314,353072697,352332319,424025003,352396030,355063909,355063907,355063905,462066644,684095662,130448586,684095663,130448583,134236056,1218836989,134236059,149628054,396842103,396842101,408842296,408842295,408842294,408842300,408842297,408842293,408842299,408842298,556500005,1067805718,1062853763,1062853769,1067805717,917103479,919657582,884335982,918582410,919657583,919657584,81976030,920661315,920661316,920661314,123461299,920661317,81976033,920661319,920661313,921075162,81976031,921600013,81976027,920036095,123461298,921850001,921849999,660967943,577583408,577583407,577583403,660967944,577583409,921479284,577583406,921479315,577583404,920118742,1288746885,846925186,848623838,246370042,246370044,246370040,245651852,577583405,246370043,246370041,848623840,245651854,245651855,246366194,245663246,246371511,246371512,246371513,246371510,246371514,246366191,246366190,107568897,1068463711,769094730,1069866764,1069865599,258298837,1173001074,1173001075,1173001079,1173001078,1173001076,1173001077,1173001084,1173001091,1173001083,288283918,1173001095,1173001100,1173001099,1173001110,1173001101,1173001109,1173001098,1173001088,1173001107,1173001102,1173001108,1173001094,961875681,961875680,107568893,1064513659,107568895,107568898,1250264722,1426204057,1426204058,1271377215,1426204056,1426204054,1271377217,1426204053,1271377216,1426202482,260465971,1426202483,260465972,260465973,582090673,532537817,1266554234,582090679,582090677,642405968,450292735,1426200812,1426200811,1426438966,532533557,1426200809,1426200810,532537818"
Casa Futura - Residenza per Anziani,45.084722,7.6677176,verde,wood,0,0,0,2,"921479313,920004733"
Casa Futura - Residenza per Anziani,45.084722,7.6677176,verde,forest,0,0,0,1,530269639
Casa Futura - Residenza per Anziani,45.084722,7.6677176,verde,meadow,0,0,0,0,
Casa Futura - Residenza per Anziani,45.084722,7.6677176,verde,scrub,0,0,1,8,"360131117,919709082,920036085,924938667,921479311,921479316,1173223756,921479325"
Casa Futura - Residenza per Anziani,45.084722,7.6677176,verde,allotments,0,0,0,1,328623930
Casa Futura - Residenza per Anziani,45.084722,7.6677176,verde,playground,1,3,10,34,"801903369,129903966,919048423,82400814,341402905,448434079,1149617853,1149617852,499890620,1438254805,2110827287,8787334116,130457685,3419744722,3419744721,921849990,6772490090,1057169403,80440121,243120102,740900642,437805478,11305259332,820424988,164063782,287696765,243964293,240949885,1780526494,12851950094,623124807,3405371588,2097331624,532536994"
Casa Futura - Residenza per Anziani,45.084722,7.6677176,verde,recreation_ground,0,0,0,0,
Casa Futura - Residenza per Anziani,45.084722,7.6677176,verde,nature_reserve,0,0,0,0,
Casa Futura - Residenza per Anziani,45.084722,7.6677176,verde,lake,0,0,0,0,
Casa Futura - Residenza per Anziani,45.084722,7.6677176,verde,reservoir,0,0,0,0,
Casa Futura - Residenza per Anziani,45.084722,7.6677176,sport,fitness_centre,0,1,4,4,"12488885986,4734138530,6341721823,5871656872"
Casa Futura - Residenza per Anziani,45.084722,7.6677176,sport,sports_centre,0,0,2,10,"83825215,289416784,44050243,287246964,123568272,82272129,274628801,264470045,2097331599,10572346562"
Casa Futura - Residenza per Anziani,45.084722,7.6677176,sport,stadium,0,0,0,0,
Casa Futura - Residenza per Anziani,45.084722,7.6677176,sport,swimming_pool,0,0,0,2,"379375639,2097331540"
Casa Futura - Residenza per Anziani,45.084722,7.6677176,sport,water_park,0,0,0,0,
Casa Futura - Residenza per Anziani,45.084722,7.6677176,sport,pitch,0,0,11,64,"385418498,731935821,41752773,731935823,388690911,83825205,875720649,457661508,877785725,289416782,289416786,289416797,289416790,10694640239,10694640238,10694640237,324738752,1014573092,769033182,769033175,769033180,769033179,769033181,769033176,769033177,885675273,918136689,918136688,769033178,129305954,919709049,919673004,919709047,921075206,921075182,921075180,254402613,505620792,1058462171,1058462170,1058462169,1058462168,620143556,620143554,620143555,930662098,513365787,285047351,152333979,578921511,1315551317,1315551316,319284839,809362711,809362112,218287346,218287350,1000297399,256770955,218287344,930347080,930347081,532501437,877967553"
Casa Futura - Residenza per Anziani,45.084722,7.6677176,sport,tennis_court,0,0,0,0,
Casa Futura - Residenza per Anziani,45.084722,7.6677176,sport,golf_course,0,0,0,0,
Casa Futura - Residenza per Anziani,45.084722,7.6677176,sport,ice_rink,0,0,0,0,
Casa Futura - Residenza per Anziani,45.084722,7.6677176,sport,bowling_alley,0,0,0,0,
Casa Futura - Residenza per Anziani,45.084722,7.6677176,sport,climbing_wall,0,0,0,0,
Casa Futura - Residenza per Anziani,45.084722,7.6677176,sport,gym,0,0,0,0,
Casa Futura - Residenza per Anziani,45.084722,7.6677176,commerciale,shop,0,0,0,0,
Casa Futura - Residenza per Anziani,45.084722,7.6677176,educazione,school,1,1,10,38,"385417873,875684723,889097430,392518162,889096565,443199497,443199498,391737655,344744214,318938045,369665895,369665896,365610519,4736111631,340249805,334684164,426293828,4736081694,320875624,4736084237,453977011,848705062,647241678,7177858866,436288158,201438197,137279108,937336228,2513170051,43588808,274630774,82272144,274628799,274640232,182884900,453290904,632813027,7179137474"
Casa Futura - Residenza per Anziani,45.084722,7.6677176,educazione,kindergarten,1,1,2,12,"919048421,12227784321,921075190,768854407,7177858865,4762289761,2513169837,10896540919,2018099976,256387052,532940553,453757173"
Casa Futura - Residenza per Anziani,45.084722,7.6677176,educazione,university,0,0,0,3,"8903777986,12168588078,453757181"
Casa Futura - Residenza per Anziani,45.084722,7.6677176,educazione,college,0,0,0,1,780144763
Casa Futura - Residenza per Anziani,45.084722,7.6677176,educazione,music_school,0,0,0,1,12569155038
Casa Futura - Residenza per Anziani,45.084722,7.6677176,educazione,driving_school,1,1,3,7,"13273674967,10879184439,11841904325,3859150411,12165781951,4734140809,3473130432"
Casa Futura - Residenza per Anziani,45.084722,7.6677176,educazione,research_institute,0,0,0,0,
Casa Futura - Residenza per Anziani,45.084722,7.6677176,educazione,vocational_school,0,0,0,0,
Casa Futura - Residenza per Anziani,45.084722,7.6677176,educazione,library,0,0,1,3,"243093474,6074405709,2096881473"
Casa Futura - Residenza per Anziani,45.084722,7.6677176,educazione,archive,0,0,0,0,
Casa Futura - Residenza per Anziani,45.084722,7.6677176,educazione,museum,0,0,5,22,"3338687283,397514864,6433764792,435784636,4572133130,4736079916,6433974757,96139133,4734142853,10901623367,6432887576,6432637423,11267476069,4908362221,6434268049,1628071063,6433944342,11217521918,246516619,9757285250,761582364,4732591999"
Casa Futura - Residenza per Anziani,45.084722,7.6677176,educazione,community_centre,0,1,2,5,"423150315,10931712505,12624324778,3371757496,8069412590"
Residenza Il Porto,45.0975963,7.7359368,sanità,healthcare,0,0,0,0,
Residenza Il Porto,45.0975963,7.7359368,sanità,pharmacy,0,0,2,8,"306556777,1244555445,1242093850,4732553264,7386097644,7312174163,7017729609,563679659"
Residenza Il Porto,45.0975963,7.7359368,sanità,dentist,0,0,0,1,3108150716
Residenza Il Porto,45.0975963,7.7359368,sanità,veterinary,0,0,0,0,
Residenza Il Porto,45.0975963,7.7359368,sanità,optician,0,0,0,0,
Residenza Il Porto,45.0975963,7.7359368,sanità,medical_supply,0,0,0,0,
Residenza Il Porto,45.0975963,7.7359368,sanità,defibrillator,0,0,0,2,"8179158472,5226128370"
Residenza Il Porto,45.0975963,7.7359368,sanità,hospital,0,0,0,0,
Residenza Il Porto,45.0975963,7.7359368,sanità,clinic,0,0,0,0,
Residenza Il Porto,45.0975963,7.7359368,sanità,doctors,0,0,0,0,
Residenza Il Porto,45.0975963,7.7359368,mobilità,station,0,0,0,0,
Residenza Il Porto,45.0975963,7.7359368,mobilità,subway_entrance,0,0,0,0,
Residenza Il Porto,45.0975963,7.7359368,mobilità,tram_stop,0,0,0,6,"1235198882,11009337368,1236572699,442971904,1236572769,1232183255"
Residenza Il Porto,45.0975963,7.7359368,mobilità,bus_stop,1,5,22,101,"1262210461,1262196542,1399644825,1399644320,1262201348,8493802533,1262189603,1262184519,1262204414,8489656772,8489656771,1262205128,1262195842,1262190434,1262209190,1262209523,1262194449,1262195345,1262207981,1262201165,1262199125,1262190023,1262182541,1262208454,1262202872,1262200843,1262184777,1262190844,1262204704,1262210394,1262195924,1262203514,1262203787,1262197986,1262194825,1262195740,1262204208,1262208998,1262196809,1262194487,1262209500,1262199796,1262195664,1262203175,1262203538,1262193360,1262190286,1262212543,1262203614,1262196558,1236572710,1262186614,1262210881,1262197985,1262196072,1236572800,1262199380,1262189033,1262208790,1262207947,1262200749,1262207736,1262194621,1262199158,1262205790,1262195468,1262202828,1262194993,1262182585,1262203991,1262189411,1262203233,1262192780,1262203146,1262185963,1262208646,1262212587,1262200485,1262193269,1262194343,1262197272,1262212802,1262192911,1262198089,1262187448,1262211256,1262202043,1262199133,1262200200,1262189679,1262202921,1262209802,11608299663,1262199959,1262204250,1262182766,11608299648,11608299664,11608299647,11608299665,11608299646"
Residenza Il Porto,45.0975963,7.7359368,mobilità,charging_station,0,0,1,1,9964752727
Residenza Il Porto,45.0975963,7.7359368,mobilità,car_sharing,0,0,0,0,
Residenza Il Porto,45.0975963,7.7359368,mobilità,taxi,0,0,0,0,
Residenza Il Porto,45.0975963,7.7359368,mobilità,parking,0,2,11,145,"23055588,1066907475,1066867081,846003840,175083971,65489803,119826670,23169738,846003841,846003843,846003842,846353557,846003838,580071205,580071206,1066905218,1243090702,23055597,197535591,23204760,108228043,3157652661,865601987,107168816,215561531,455439219,215566821,82181700,82181673,379706518,108211755,769037627,865599234,865599235,290769963,864904631,445925855,865599259,865599258,445925853,854809488,108211746,480401274,854809487,307932525,307932526,1162780065,363613338,363613337,748990356,363613333,363613336,363613334,818034215,445894050,363613331,892689639,445894048,445894056,1070361491,363613332,445894054,363612687,363612386,320786845,853682260,853682267,854446161,264257132,853682266,853682272,854446160,854155960,854446164,853682248,854155969,853682249,264746151,854446166,854446165,854155963,854446162,854446170,854155962,854446163,854155961,854446167,855412169,855412168,854446168,854446169,854446159,854446158,854433659,300908872,854433658,858472821,854113024,858472830,854544471,857068552,854544470,854544486,854544472,508447979,538160368,854544469,858472823,854802553,269524673,269524674,269524676,854112999,269524675,269524677,854802532,854112993,856814338,852615419,865307392,857068546,856814340,306039533,856814339,271087714,268344102,865307394,352792596,352792597,352792598,271087717,853628778,300908878,271087715,271087716,293816187,854838144,508444515,264256634,852615418,508444514,352792593,352792595,352792592,352792594"
Residenza Il Porto,45.0975963,7.7359368,mobilità,car_rental,0,0,2,2,"12863265001,12863239300"
Residenza Il Porto,45.0975963,7.7359368,mobilità,bicycle_parking,0,0,2,6,"12836186579,12863237385,12914345718,10839642005,7218584955,9521544414"
Residenza Il Porto,45.0975963,7.7359368,mobilità,bicycle_rental,0,0,0,0,
Residenza Il Porto,45.0975963,7.7359368,mobilità,primary,0,0,0,0,
Residenza Il Porto,45.0975963,7.7359368,mobilità,secondary,0,0,0,0,
Residenza Il Porto,45.0975963,7.7359368,verde,park,1,3,4,20,"879300349,772646497,510585619,257916831,108460797,595901644,814956693,595901647,595901646,1062704074,853682273,737496414,269524678,508447978,378635367,268344104,508444518,269524672,264746152,508444516"
Residenza Il Porto,45.0975963,7.7359368,verde,garden,0,0,4,15,"1066937117,1066937124,23169826,1066937121,1066937119,1066937113,1066937118,1066937120,22922056,1066937122,1066937123,443389133,306426541,306427108,555308050"
Residenza Il Porto,45.0975963,7.7359368,verde,grass,3,8,9,46,"1066867106,1066867107,1066867108,373603102,373603100,373603103,373603101,846901931,846901930,209328494,595932808,595901637,595901645,306453741,595901636,595901648,595902045,595902044,857431034,856696036,856760627,856760626,1334635041,1334635036,854544473,1334635039,854544475,858472827,854802540,854802539,854802538,854802537,854802536,854802556,858472825,854802555,858472824,854802557,854802554,854802558,852610450,852610451,856814331,856814332,852615413,854838137"
Residenza Il Porto,45.0975963,7.7359368,verde,wood,0,0,1,2,"1335562042,309607712"
Residenza Il Porto,45.0975963,7.7359368,verde,forest,0,0,0,15,"879300343,879300344,309530992,390607863,309530978,309885331,309530984,309885329,309885319,748948140,309885316,748990355,757322270,758155144,1334635040"
Residenza Il Porto,45.0975963,7.7359368,verde,meadow,0,0,0,0,
Residenza Il Porto,45.0975963,7.7359368,verde,scrub,0,1,2,3,"878911160,879192648,595932806"
Residenza Il Porto,45.0975963,7.7359368,verde,allotments,1,1,1,4,"879207651,328627362,257915478,595901649"
Residenza Il Porto,45.0975963,7.7359368,verde,playground,0,0,0,9,"871398133,587450244,1287713139,244117366,9502705416,12700441613,856696032,1041957452,9502756006"
Residenza Il Porto,45.0975963,7.7359368,verde,recreation_ground,0,0,0,0,
Residenza Il Porto,45.0975963,7.7359368,verde,nature_reserve,0,0,0,1,110331656
Residenza Il Porto,45.0975963,7.7359368,verde,lake,0,0,0,0,
Residenza Il Porto,45.0975963,7.7359368,verde,reservoir,0,0,0,0,
Residenza Il Porto,45.0975963,7.7359368,sport,fitness_centre,0,0,0,0,
Residenza Il Porto,45.0975963,7.7359368,sport,sports_centre,0,1,2,6,"128502724,769037981,3677820343,300908871,636599207,193401406"
Residenza Il Porto,45.0975963,7.7359368,sport,stadium,0,0,0,0,
Residenza Il Porto,45.0975963,7.7359368,sport,swimming_pool,0,1,2,13,"390607861,12914388202,865869244,8296841405,857420646,854883724,854150990,854113022,854113018,864047726,852610465,304406227,858472833"
Residenza Il Porto,45.0975963,7.7359368,sport,water_park,0,0,0,0,
Residenza Il Porto,45.0975963,7.7359368,sport,pitch,0,6,16,41,"879300352,879300351,587450246,587450245,117632408,117634252,117634237,117634235,117634256,117634232,684804214,117634249,306426123,215566322,215566296,215566313,543848865,390607862,1270959181,306426118,306430122,865869249,769037982,865869247,865869246,865869245,865869248,769037983,290769906,864044047,864044048,864044050,258619997,391561428,758155145,758155146,378635371,378635368,378635369,862919823,304926560"
Residenza Il Porto,45.0975963,7.7359368,sport,tennis_court,0,0,0,0,
Residenza Il Porto,45.0975963,7.7359368,sport,golf_course,0,0,0,0,
Residenza Il Porto,45.0975963,7.7359368,sport,ice_rink,0,0,0,0,
Residenza Il Porto,45.0975963,7.7359368,sport,bowling_alley,0,0,0,0,
Residenza Il Porto,45.0975963,7.7359368,sport,climbing_wall,0,0,0,0,
Residenza Il Porto,45.0975963,7.7359368,sport,gym,0,0,0,0,
Residenza Il Porto,45.0975963,7.7359368,commerciale,shop,0,0,0,0,
Residenza Il Porto,45.0975963,7.7359368,educazione,school,0,0,2,9,"778626265,871388857,362954065,867728922,7548356045,8296841406,306039915,233115611,233118919"
Residenza Il Porto,45.0975963,7.7359368,educazione,kindergarten,0,0,0,4,"871399684,514191025,854150989,306045634"
Residenza Il Porto,45.0975963,7.7359368,educazione,university,0,0,0,0,
Residenza Il Porto,45.0975963,7.7359368,educazione,college,0,0,0,0,
Residenza Il Porto,45.0975963,7.7359368,educazione,music_school,0,0,0,0,
Residenza Il Porto,45.0975963,7.7359368,educazione,driving_school,0,1,1,2,"12914367680,3106367116"
Residenza Il Porto,45.0975963,7.7359368,educazione,research_institute,0,0,0,0,
Residenza Il Porto,45.0975963,7.7359368,educazione,vocational_school,0,0,0,0,
Residenza Il Porto,45.0975963,7.7359368,educazione,library,0,0,1,1,3369551440
Residenza Il Porto,45.0975963,7.7359368,educazione,archive,0,0,0,0,
Residenza Il Porto,45.0975963,7.7359368,educazione,museum,0,0,0,2,"13005295422,8857657513"
Residenza Il Porto,45.0975963,7.7359368,educazione,community_centre,0,0,0,0,
RSA Giardino degli Aironi,45.0946623,7.7337548,sanità,healthcare,0,0,0,0,
RSA Giardino degli Aironi,45.0946623,7.7337548,sanità,pharmacy,0,0,1,9,"306556777,1244555445,1242093850,4732553264,4735092200,7386097644,7312174163,7017729609,563679659"
RSA Giardino degli Aironi,45.0946623,7.7337548,sanità,dentist,0,0,0,1,3108150716
RSA Giardino degli Aironi,45.0946623,7.7337548,sanità,veterinary,0,0,0,0,
RSA Giardino degli Aironi,45.0946623,7.7337548,sanità,optician,0,0,0,0,
RSA Giardino degli Aironi,45.0946623,7.7337548,sanità,medical_supply,0,0,0,0,
RSA Giardino degli Aironi,45.0946623,7.7337548,sanità,defibrillator,0,0,1,2,"8179158472,5226128370"
RSA Giardino degli Aironi,45.0946623,7.7337548,sanità,hospital,0,0,0,0,
RSA Giardino degli Aironi,45.0946623,7.7337548,sanità,clinic,0,0,0,0,
RSA Giardino degli Aironi,45.0946623,7.7337548,sanità,doctors,0,0,0,0,
RSA Giardino degli Aironi,45.0946623,7.7337548,mobilità,station,0,0,0,0,
RSA Giardino degli Aironi,45.0946623,7.7337548,mobilità,subway_entrance,0,0,0,0,
RSA Giardino degli Aironi,45.0946623,7.7337548,mobilità,tram_stop,0,0,0,9,"1235198882,11009337368,1236572699,1236572839,1236572765,442971904,1236572769,1232183255,1387850028"
RSA Giardino degli Aironi,45.0946623,7.7337548,mobilità,bus_stop,0,1,25,113,"1262197289,1262210461,1262201806,1262196542,1262203957,2291878773,1262198923,1399644825,1399644320,1262183241,1262201348,8493802533,1262189603,1262184519,1262204414,8489656772,8489656771,1262182575,1262201248,1262207421,1262211100,1262205128,1262195842,1262190434,1262209190,1262209523,1262194449,1262195345,1262207981,1262201165,1262199125,1262190023,1262182541,1262208454,1262202872,1262200843,1262184777,1262190844,1262204704,1262210394,1262195924,1262203514,1262203787,1262197986,1262194825,1262195740,1262204208,1262208998,1262196809,1262194487,1262209500,1262199796,1262195664,1262203175,1262203538,1262193360,1262190286,1262212543,1236572753,1262203614,1262196558,1236572710,1262186614,1262210881,1262197985,1262196072,1236572800,1262199380,1262211624,1236572686,1262208353,1262189033,1262208790,1262211131,1262207947,1262201272,1262208425,1262198115,1262200749,1262207736,1262194621,1262208715,1262198355,1262199158,1262205790,1262195468,1262202828,1262194993,1262182585,1262203991,1262189411,1262203233,1262192780,1262203146,1262185963,1262208646,1262212587,1262200485,1262193269,1262194343,1262197272,1262212802,1262192911,1262198089,1262211256,1262199133,1262200200,1262189679,1262202921,11608299663,11608299648,11608299664,11608299647"
RSA Giardino degli Aironi,45.0946623,7.7337548,mobilità,charging_station,0,0,1,1,9964752727
RSA Giardino degli Aironi,45.0946623,7.7337548,mobilità,car_sharing,0,0,0,0,
RSA Giardino degli Aironi,45.0946623,7.7337548,mobilità,taxi,0,0,0,0,
RSA Giardino degli Aironi,45.0946623,7.7337548,mobilità,parking,0,0,13,119,"846003844,846003839,1066867077,23055588,1066907475,1066867081,846003840,175083971,646794860,77894792,65489803,119826670,28190537,23169738,846003841,846003843,846003842,846353557,846003838,580071205,580071206,689928892,1066905225,1066905229,108224659,1066905218,1066905226,1243090702,23055597,197535591,23204760,108228043,3157652661,865601987,107168816,175084022,215561531,455439219,215566821,82181700,82181673,379706518,108211755,769037627,865599234,865599235,290769963,864904631,445925855,865599259,865599258,445925853,854809488,108211746,480401274,854809487,307932525,307932526,1162780065,363613338,363613337,748990356,363613333,363613336,363613334,818034215,445894050,363613331,892689639,445894048,445894056,1070361491,363613332,445894054,363612687,320786845,853682260,853682267,264257132,853682266,853682272,854155960,854446164,853682248,854155969,853682249,264746151,854155963,854446162,854446170,854155962,854446163,854155961,858472821,854113024,858472830,854544471,857068552,854544470,854544486,854544472,508447979,538160368,854544469,858472823,854802553,269524673,269524674,269524676,269524675,269524677,852615419,865307392,856814340,306039533,268344102,865307394,508444515,508444514"
RSA Giardino degli Aironi,45.0946623,7.7337548,mobilità,car_rental,0,0,0,2,"12863265001,12863239300"
RSA Giardino degli Aironi,45.0946623,7.7337548,mobilità,bicycle_parking,0,0,2,10,"12836186579,12914386658,12863237385,12914345718,10839642005,7218584955,7246999029,7246999030,7246999031,9521544414"
RSA Giardino degli Aironi,45.0946623,7.7337548,mobilità,bicycle_rental,0,0,0,0,
RSA Giardino degli Aironi,45.0946623,7.7337548,mobilità,primary,0,0,0,0,
RSA Giardino degli Aironi,45.0946623,7.7337548,mobilità,secondary,0,0,0,0,
RSA Giardino degli Aironi,45.0946623,7.7337548,verde,park,0,2,4,20,"660571074,814945033,257920545,879300349,772646497,510585619,257916831,108460797,125813100,595901644,814956693,595901647,595901646,1062704074,853682273,269524678,508447978,378635367,268344104,264746152"
RSA Giardino degli Aironi,45.0946623,7.7337548,verde,garden,0,0,2,22,"1066937117,23055643,23055638,28109336,116934864,1066937124,23169826,286075309,108480073,1066937121,1066937119,1066937113,1066937118,1066937120,22922056,1066937122,1066937123,443389133,306426541,306427108,1352482872,555308050"
